RunID,Max_Deflection,Max_Velocity,Settling_Time,Mass,K_Stiffness,B_Damping,Fault_Code,RUL
79,0.3,0.588743933538157,0.346395153884098,2815.19083490768,152234.872390685,4120.13223014096,0,99.5946183214579
80,0.3,0.595848558105243,0.331139182082524,1532.68403042865,154879.706931031,3833.38792594357,0,91.4858725567519
81,0.3,0.597324406151197,0.351355520484631,4213.45756640976,148364.067034856,4132.55189713563,0,87.6008291967851
82,0.3,0.602877727992639,0.345212970431707,2667.19787172315,148488.866559204,4010.75033220332,0,85.9070676875484
83,0.3,0.59905723579011,0.33739987456018,2726.60468099488,151919.600387852,3916.79363198469,0,94.8528983646056
84,0.3,0.588578616265843,0.330258625563189,1424.86537971466,157260.955865687,3866.86736396586,0,85.2323068845403
85,0.3,0.611038585614968,0.347797255761606,2357.97365356303,145471.776038145,3995.87505520641,0,90.586146100833
86,0.3,0.592989444669416,0.329346618080722,3951.43238206799,156304.980597548,3821.07079907232,0,99.2744569716659
87,0.3,0.601610433255794,0.345226811411764,4770.94793710774,148842.534225132,4019.14836048594,0,89.0367913959783
88,0.3,0.586149094292405,0.332352180654546,3804.39502360371,157245.786997048,3920.58197948483,0,91.2661615647499
89,0.3,0.594546315725141,0.346167786033688,3666.11165361035,150586.896975643,4079.24220807212,0,94.9950827737664
90,0.3,0.603577721858588,0.359403582875016,1684.48426542573,144420.215995803,4199.63215790454,0,87.6719868160051
91,0.3,0.590321889302746,0.349287005118439,3676.70121813758,150917.996890645,4152.74660018072,0,85.4890123079579
92,0.3,0.605279969032047,0.344491195750145,4926.551803883,148033.748190958,3984.29037490416,0,87.8564990076993
93,0.3,0.58436329857515,0.340174929010963,2505.08884111533,155332.842087689,4057.90581474804,0,87.3460742833985
94,0.3,0.602687131672534,0.343858653522681,1482.44645318865,148923.794894691,3992.80882441274,0,87.8638554285445
95,0.3,0.61208848715258,0.345311812411476,3331.9455309907,145892.81519629,3953.84764974776,0,93.8426122704259
96,0.3,0.60510643979641,0.348748378430091,2061.12363924012,146856.609964155,4046.83635375729,0,88.7770918370847
97,0.3,0.578424527651536,0.339784920852431,2375.50801645993,157239.950995829,4092.09951690704,0,97.3656440003325
98,0.3,0.606129176920306,0.357769507360043,4518.61489792762,144116.535228656,4162.52326025989,0,93.7610399991768
99,0.3,0.606644704987779,0.348802088758376,1090.05037096093,146410.919985832,4037.74250026573,0,97.2664083905596
100,0.3,0.613307173903123,0.339888867688192,1715.06474700947,147190.783302309,3864.5938977247,0,91.378889803212
101,0.3,0.612739580909117,0.351605974228186,2883.69702543334,143913.440083316,4039.4094675027,0,91.3432853365013
102,0.3,0.589945767418341,0.342519086429446,1134.41534426572,152998.317748924,4055.41230330873,0,95.4392396995241
103,0.3,0.605722693139243,0.346489032521086,3617.78283102827,147293.996027707,4012.34571227765,0,86.0320914867708
104,0.3,0.584263661208482,0.341990727306684,4874.59732092437,154799.718341729,4087.34357728235,0,91.1142879556173
105,0.3,0.613960414458724,0.338767195024124,3443.8346349848,147377.185227308,3842.25168133161,0,92.9700085984851
106,0.3,0.610548535078443,0.337016888102006,2065.88596311629,148851.793784441,3836.32931431498,0,96.6820336273614
107,0.3,0.608938430317049,0.345445334575339,3108.57096704261,146715.079538008,3976.03405560069,0,87.3048507638696
108,0.3,0.585979633681749,0.337633467420943,4774.49049819355,155630.573979063,4007.22084334444,0,91.8613654853151
109,0.3,0.588161524562323,0.331755347699335,3704.48921545501,156865.409097624,3896.28281419206,0,94.5656364710826
110,0.3,0.589888038605889,0.343898069542333,1271.97107388004,152577.122481213,4078.05619982069,0,89.3359685751171
111,0.3,0.606550851154753,0.350807077746503,4377.56862610882,145860.600462363,4067.13309080549,0,88.8218523489551
112,0.3,0.586428008417091,0.341814852236587,1026.86125727391,154207.79479097,4070.1328262988,0,90.1669361695156
113,0.3,0.59586537660048,0.353139207477141,1004.60422851643,148301.567917815,4166.39649765257,0,94.0325573137269
114,0.3,0.603239667183663,0.34350200828303,4080.63891443444,148865.235597231,3984.36654641159,0,91.9367373886349
115,0.3,0.590040243756835,0.338171402233018,1143.05093307647,154271.089421411,3988.54286148424,0,89.8370771078017
116,0.3,0.592242719054561,0.339082735973613,1610.88480175293,153326.370500867,3989.39439718613,0,87.638116235253
117,0.3,0.601736941629351,0.335987522738831,3953.70735990777,151610.838206525,3876.69810218472,0,90.1168691057366
118,0.3,0.58906986044477,0.332742755297958,4062.00006648575,156261.365130741,3907.62463467441,0,88.6427439747725
119,0.3,0.615681942476718,0.339084904080865,3304.83752265203,146812.472595992,3836.44538547461,0,87.8299296518724
120,0.3,0.599456590863121,0.341007397834172,3577.77112572535,150698.896718855,3970.29153674848,0,95.2504486494198
121,0.3,0.590735801329761,0.342756258094834,4780.69645243761,152685.251311398,4054.31468420563,0,94.7142644525903
122,0.3,0.597164315225737,0.335186252381181,1477.58499118922,153139.225540658,3894.49223079752,0,88.1340238363903
123,0.3,0.602337944261884,0.34300992009092,3647.77900762261,149252.065454488,3983.49019745955,0,94.1095591102845
124,0.3,0.602047978768792,0.348532674051815,2664.63435987919,147753.270201617,4064.80383934365,0,96.5542827220549
125,0.3,0.592322707916181,0.333823035734342,3453.8429472515,154993.752286128,3902.57639689166,0,97.6289372903696
126,0.3,0.591265747574628,0.349570530682158,2059.11610590252,150611.090056866,4147.9764129432,0,93.7337374679084
127,0.3,0.605054303651099,0.358314577586743,3582.20749989009,144288.218115813,4175.93178813797,0,89.7711111322159
128,0.3,0.593853213403924,0.341746291054623,3589.24592117251,152089.754415602,4017.8864442107,0,92.1919483742333
129,0.3,0.591353131651915,0.340013969358075,4974.81849648341,153315.699308697,4008.99812231084,0,93.1582890099946
130,0.3,0.622261646950496,0.342238896579951,1254.36548390042,144086.974098753,3843.87898580928,0,88.2801494859945
131,0.3,0.604207385217793,0.341456146429134,4054.01856339525,149225.593680997,3946.32647073527,0,91.0686999378644
132,0.3,0.58203992605112,0.346936138489597,4890.96341601205,154079.705783314,4173.14142811153,0,94.4184456942125
133,0.3,0.609130296203049,0.35288808477468,1375.28010709946,144583.113042437,4078.5065348332,0,87.8804252414166
134,0.3,0.591797499749918,0.349388536972543,2939.41333420841,150455.163275893,4144.45592455733,0,92.88106605789
135,0.3,0.589046830777529,0.344717250376627,3080.20986956155,152571.46709511,4096.50317738168,0,90.901845418229
136,0.3,0.610908661220097,0.350461747633553,2048.58127091123,144749.958807475,4034.43682689259,0,90.2156900691629
137,0.3,0.595386680140584,0.33469837839231,2769.60925200777,153823.999008468,3897.11414312838,0,85.6668113841736
138,0.3,0.600286482673502,0.349962212223823,2578.82990111505,147888.423156028,4094.53602972048,0,95.3169412768016
139,0.3,0.593460186866666,0.338856604645937,1078.31049421327,153060.711455014,3976.92216535335,0,95.2512380045197
140,0.3,0.606967105384784,0.340116598224588,1788.21519238182,148864.642452497,3908.10816937283,0,89.9628682032111
141,0.3,0.594861347584313,0.351751916440741,2564.73198184465,148948.821140749,4155.10838170254,0,97.3258177744196
142,0.3,0.597550121618886,0.350793856556079,4020.30839602833,148451.872755204,4123.40563835494,0,96.5367158108244
143,0.3,0.604443731589396,0.35334996778184,4797.21564739919,145740.283739421,4116.16288718677,0,90.6609331725265
144,0.3,0.594705215166401,0.339224092838484,4334.0023823559,152568.965556776,3975.45799303478,0,89.9134815111281
145,0.3,0.604825208873318,0.355830797589598,4959.48861452602,145008.803182421,4144.79219148083,0,96.5328137864442
146,0.3,0.584391325525333,0.338767524193015,1619.00939462418,155764.215346904,4035.2104221234,0,92.7163518475856
147,0.3,0.598326391218846,0.34936805083215,4302.33526314462,148604.322557084,4099.48228728628,0,87.9979423428618
148,0.3,0.605699576854369,0.346575994599047,1359.80271508232,147277.863680985,4013.62565094829,0,96.849445449168
149,0.3,0.609575388363192,0.352545103210724,2980.70807635864,144544.388234074,4071.46092192008,0,86.6755861628981
150,0.3,0.606750693283991,0.336902693957086,1219.89658762475,149925.087374853,3859.04328879067,0,87.8456560902637
151,0.3,0.589457966023231,0.35030924016949,3786.66880222091,150908.392910323,4171.84354670267,0,97.7606901143351
152,0.3,0.58151384478096,0.345224159541072,4955.64646431836,154730.958172161,4151.60556183887,0,93.7418644776376
153,0.3,0.584603022230628,0.339475602870688,4959.80082283532,155481.578865195,4045.0265877936,0,85.0078356303542
154,0.3,0.594725708594812,0.349105282211015,1911.37174282417,149692.850778153,4120.53904220878,0,92.9152010400766
155,0.3,0.584055467282089,0.338192661396044,4380.71274021615,156012.78732798,4029.86448765208,0,92.4714143679459
156,0.3,0.601460933577726,0.337262970274182,3665.66486927787,151289.805537397,3898.69381039439,0,96.079604379931
157,0.3,0.592149814913335,0.343984923177743,3919.00742126888,151889.396777574,4064.37782317894,0,86.2522422040393
158,0.3,0.577746947574157,0.340491454349568,3325.78595150159,157234.548343254,4107.61163413436,0,98.3612817448798
159,0.3,0.606146079250588,0.333449664570964,1483.43828439423,151201.355486377,3806.7931753349,0,98.9246959347128
160,0.3,0.593735735899913,0.349809011262672,1837.62033608374,149764.447668182,4137.94226983051,0,97.940660780495
161,0.3,0.604003199871422,0.333072820621986,3458.85367646856,151948.250775966,3812.79640630503,0,93.2843701230816
162,0.3,0.616619505414346,0.350296667570859,1770.0415842483,143242.988685631,3995.82799567093,0,90.4361719340958
163,0.3,0.617679715710228,0.341284778089533,1756.28869789046,145582.412563615,3858.60596424596,0,86.8462562131892
164,0.3,0.598987705578924,0.337118869217367,3154.38671218136,152027.968752898,3912.74674235217,0,85.6397861636672
165,0.3,0.599070597007829,0.343738391528849,2780.73266118417,149986.740202239,4014.32042230044,0,95.427445591665
166,0.3,0.593367283300035,0.349859627326915,4495.70962344693,149855.35940202,4141.19926213633,0,86.8589841639711
167,0.3,0.609156588399252,0.349107293044111,3561.24730065103,145626.92038127,4025.99182829528,0,89.0544149843905
168,0.3,0.601747175792863,0.356971983736665,1328.2848283909,145589.632732984,4179.17324851727,0,91.2554342746433
169,0.3,0.619698376899708,0.342642695211622,3483.83457574123,144630.61682856,3866.58417635057,0,86.5856413987258
170,0.3,0.607678328154348,0.359245492850257,3914.64672671308,143281.168354288,4172.4805538433,0,93.605646472618
171,0.3,0.608661277325417,0.357630329731606,4737.62047584485,143451.067510392,4144.17622521529,0,96.0676248069638
172,0.3,0.581695051601895,0.342583824947624,3053.5096743503,155384.082250258,4114.22359570601,0,99.7659746836146
173,0.3,0.61062462994405,0.33811799125674,1123.55819497981,148478.842451038,3853.57250039519,0,87.664036907588
174,0.3,0.611053675523152,0.342514926266419,2331.7451273447,147019.590968796,3918.21353379014,0,99.0871255910432
175,0.3,0.603456402174812,0.332704294387267,4368.82644967734,152222.976096992,3810.09127259721,0,92.0060228054328
176,0.3,0.589864392077934,0.335039726888408,2784.10659222041,155311.499239102,3939.1516777309,0,93.3854881748304
177,0.3,0.608379841719333,0.351449756312123,2323.31598081322,145156.613006837,4065.12322478439,0,85.813592266617
178,0.3,0.604143490333115,0.359268515666881,3159.92839615172,144272.327976701,4195.36717151399,0,98.4772920675145
179,0.3,0.585817662388261,0.331926034236096,2658.09015557243,157492.374301466,3915.13973792605,0,95.6037612898414
180,0.3,0.584396507216659,0.34488567693586,1400.88616078197,153959.356177379,4127.28161556307,0,91.9725991243771
181,0.3,0.613638473325838,0.337392226409417,3087.54269464512,147894.523702231,3822.68187562732,0,87.6717543083015
182,0.3,0.617544882803249,0.342873676732396,4620.61423601786,145135.035445135,3883.57866959725,0,90.0377346201539
183,0.3,0.593033116119388,0.351560725892804,1416.04629911751,149527.02299856,4164.85298969585,0,95.1308676600437
184,0.3,0.590080417289726,0.340467807452156,1736.77639006211,153544.01183395,4024.74457011265,0,96.1831911055258
185,0.3,0.61434110886018,0.339621009994732,1850.40613343537,146999.054851347,3853.64917313147,0,93.9581702550678
186,0.3,0.620841144553032,0.345211343397074,1215.01756883486,143571.792191806,3896.99462357469,0,98.4241251316122
187,0.3,0.609778840446865,0.359217209400879,1786.63276547053,142699.248007009,4158.87654038943,0,91.6258308559664
188,0.3,0.607644843943088,0.345328284864967,1406.67757449902,147110.503493819,3982.4230667375,0,86.4005577513264
189,0.3,0.60986598062095,0.342041989306118,1248.18088527853,147481.392501787,3918.93872635517,0,99.9308459148264
190,0.3,0.616417470500134,0.350645554843969,4045.70354676045,143195.268973473,4002.17125698308,0,89.4736595783165
191,0.3,0.623474336696526,0.34198696115817,4108.96214619577,143848.374761641,3832.34496925213,0,94.4660499882039
192,0.3,0.606063573445802,0.335716365106874,4303.23543142239,150506.579276505,3843.66168481698,0,98.5770211633536
193,0.3,0.602461201011205,0.351285901623256,1041.34647337359,146909.595795397,4098.52537108147,0,90.0714657820326
194,0.3,0.591732244496706,0.342277631866484,3104.40986318224,152518.741823604,4041.38719353231,0,85.7267100887983
195,0.3,0.58704885383311,0.345037313565376,2151.90790245668,153108.802279731,4112.55082071971,0,95.9456417233484
196,0.3,0.599650191581899,0.340285399402754,1246.36266821586,150850.04752446,3958.60831703264,0,95.3879797957978
197,0.3,0.60355952272215,0.347699000305463,3965.01619800887,147563.757960781,4043.14636290518,0,96.7026329723676
198,0.3,0.612464167664618,0.350134343911907,2940.91763433984,144418.325696745,4019.81604280608,0,86.5721986296025
199,0.3,0.584705148605127,0.342583717848784,1205.32754444948,154484.404182193,4093.73643347839,0,98.3571351877666
200,0.3,0.608965793998162,0.355867726673852,4772.03255828281,143827.911895121,4119.34034564558,0,86.0932794864846
201,0.3,0.608856858057293,0.353598981582646,1441.41392256939,144481.244335703,4089.08981586271,0,95.2557335861254
202,0.3,0.597890486920504,0.33783497688511,3615.24809038309,152110.768844489,3931.52568590272,0,86.7623927822775
203,0.3,0.592189804834788,0.34625935232417,1939.30765899162,151247.785971823,4096.01293119511,0,96.2369719465528
204,0.3,0.576410811875192,0.342461214405511,1344.93811945399,157058.977876299,4146.77211670077,0,96.0243631254408
205,0.3,0.600913558177689,0.348681615178146,3391.76654153556,148037.98206495,4074.01138906464,0,90.496549244788
206,0.3,0.61035061047277,0.33982869470194,1346.66618958213,148014.793776568,3882.41114380208,0,96.8404591546286
207,0.3,0.612784615570101,0.345682906923196,3207.11412782891,145585.117821971,3955.30865241912,0,96.5790087564866
208,0.3,0.594893950868134,0.340587737668816,1607.38210046507,152129.109305988,3993.79214895927,0,88.4342987803465
209,0.3,0.618667486621004,0.345722542327725,1949.49207882232,144009.094835436,3917.62653350345,0,96.72897949882
210,0.3,0.616744826819056,0.347952215212306,1419.38498846303,143872.480970091,3962.12616795224,0,92.9630838554189
211,0.3,0.593405483562099,0.335060983744826,3414.13375500355,154266.418361159,3916.62812716277,0,86.6842594323404
212,0.3,0.598437711264936,0.347747343237419,4032.39710115782,148987.274909555,4077.90087784718,0,99.4663400082385
213,0.3,0.601551253855188,0.333933122302224,4735.03939354133,152332.470597053,3843.90202028922,0,91.4896348922065
214,0.3,0.602472663453294,0.352709706352205,2950.41510173569,146492.682583615,4119.13210408464,0,87.8119120963253
215,0.3,0.607966423634011,0.340595014976893,1148.93853628131,148440.101178268,3909.17551764948,0,96.534373960883
216,0.3,0.603226752538881,0.343226934380444,3439.42867716086,148943.466888778,3980.69569396189,0,95.0994237116298
217,0.3,0.601157587269222,0.351463043439111,3785.73195602438,147237.171575083,4109.08885234517,0,85.8910494528742
218,0.3,0.621680951017867,0.341559244766178,1031.28117427734,144452.271755841,3836.94093548768,0,86.8799827166377
219,0.3,0.589945894503269,0.344685562260298,3124.83717432975,152333.597624069,4089.16900987681,0,91.3466407774625
220,0.3,0.602101090720223,0.334517615389164,1537.2132172543,151976.495602927,3850.59994613172,0,86.6322690740957
221,0.3,0.619662150014272,0.342677617788892,1784.99568902782,144630.408726479,3867.30051939661,0,86.478911390665
222,0.3,0.612043290928519,0.340788019446185,2004.16738406294,147246.434987194,3887.02532376913,0,89.7621966272415
223,0.3,0.591367376833821,0.34094969713113,1737.73467103061,153048.348368344,4022.29517708775,0,98.3938360792897
224,0.3,0.607095205859372,0.358573856589418,3826.86087078772,143660.20212169,4165.52016431183,0,88.1804626379848
225,0.3,0.613185643642832,0.339953629973082,3489.98903711958,147201.434849049,3866.48142516086,0,93.3668345013231
226,0.3,0.616750039473196,0.343882278909196,2587.19727453257,145056.480345853,3903.11690022881,0,99.8190210242874
227,0.3,0.594927746277466,0.338424280489591,4931.3408055758,152761.44100443,3960.95533307846,0,86.1099215436541
228,0.3,0.601970687387608,0.335113055198286,2525.38081777789,151810.079207994,3861.74792219171,0,91.0327597783373
229,0.3,0.583637553180744,0.345999418593697,2403.10697954357,153871.686469911,4148.44444876616,0,87.4170095777404
230,0.3,0.606665251093112,0.346944888997628,4329.69354514074,146912.229506518,4012.25172154275,0,95.2830356312131
231,0.3,0.609708511537969,0.34202418917241,2810.3701662773,147529.669960579,3919.69000933324,0,93.9623528780887
232,0.3,0.603717706093932,0.346436493428978,3970.18146280776,147894.094769584,4023.32767994772,0,91.3396847983069
233,0.3,0.609650582633203,0.337475077088359,1097.7360642015,148940.336828643,3849.94910348793,0,91.3650217543854
234,0.3,0.603401433643782,0.34903175750046,4827.74369628274,147262.808743488,4061.47605358659,0,89.3527789769609
235,0.3,0.606306397068703,0.339065094426895,4055.59177714591,149368.295007815,3896.19135873283,0,99.0359630917732
236,0.3,0.586571359466806,0.343809833030277,1423.68166693106,153609.720974679,4097.47533659493,0,96.3899107469665
237,0.3,0.606662725243074,0.338463667456128,1394.07495075243,149448.908678906,3884.86528210197,0,95.2234064570547
238,0.3,0.618496074792306,0.342024236245843,3663.94886564444,145125.146060731,3865.427963914,0,97.3536171089176
239,0.3,0.595266422921312,0.346639429449311,1614.3615064776,150248.373125269,4081.08092278019,0,98.4158406303136
240,0.3,0.59483016516684,0.345767740077755,1146.25207219381,150613.261218622,4071.89355928419,0,99.3018560482937
241,0.3,0.597941603142227,0.332793317921551,3100.18065905044,153729.283076643,3848.07480719483,0,97.1380577694069
242,0.3,0.599976972820912,0.340497785280293,2660.37354645219,150696.741598546,3959.55230095328,0,89.8875044314487
243,0.3,0.618342673721847,0.33837382751802,4694.70245048163,146330.801107321,3808.21430986327,0,87.7110664038219
244,0.3,0.590482479224331,0.330907987369336,4684.38902356879,156489.203580728,3865.40494741101,0,94.8054983351238
245,0.3,0.598065313951966,0.340782692940358,2030.45494684975,151160.9129506,3976.0142383041,0,96.9198682808313
246,0.3,0.618474414539352,0.339530620124681,4069.3180431063,145930.042231583,3825.67483495676,0,96.2791959080117
247,0.3,0.589338642300668,0.34234935868518,2676.19317449953,153228.187721788,4056.82433137354,0,95.068032780348
248,0.3,0.591784839859297,0.335042743354523,4258.15909160261,154742.10154313,3926.97114546234,0,90.8614312330626
249,0.3,0.587019818094676,0.337688853390248,3542.64555544551,155283.958355158,4002.2546470287,0,96.8361027240844
250,0.3,0.610390336099774,0.336218675551349,4466.99958799727,149159.462325282,3824.00752791179,0,99.263416230672
251,0.3,0.59545979586997,0.355322169857678,1896.68599593251,147826.104778183,4198.80130864266,0,94.4678310140352
252,0.3,0.598072308597704,0.339312142473468,1568.74863716202,151574.859628624,3954.89817259325,0,94.7867660945292
253,0.3,0.608785717185018,0.338619347679796,3903.10106987781,148816.683806479,3873.640115771,0,85.377024785653
